customer_id,first_name,last_name,city,state,annual_income
CUST000084,Quincy,Gokhale,Sasaram,Karnataka,542955
CUST000085,Aashi,Subramanian,Bhusawal,Karnataka,2679667
CUST000086,Wriddhish,Srinivas,Moradabad,Maharashtra,659256
CUST000087,Raksha,Natarajan,Solapur,Delhi,590298
CUST000088,Michael,Hari,Jalna,Tamil Nadu,827477
CUST000089,Teerth,Kant,Mangalore,Karnataka,2293478
CUST000090,Yamini,Nadig,Kottayam,Tamil Nadu,992592
CUST000091,Charan,Bir,Ramgarh,Gujarat,2513224
CUST000092,Xavier,Rege,Madhyamgram,Tamil Nadu,2074769
CUST000093,Imaran,D’Alia,Guntakal,Karnataka,2561971
CUST000094,Widisha,Kara,Khandwa,Karnataka,1607432
CUST000095,Mason,Krish,Raiganj,Delhi,1866239
CUST000096,Guneet,Ramakrishnan,Sirsa,Delhi,2470870
CUST000097,Charan,Chanda,Alappuzha,Delhi,807528
CUST000098,Tanmayi,Chand,Kharagpur,Karnataka,1242448
CUST000099,Dhriti,Oak,Nanded,Maharashtra,1718033
CUST000100,Ladli,Pandya,Thoothukudi,Maharashtra,2767545
CUST000101,Oliver,Srinivasan,Anantapuram,Tamil Nadu,1265171
CUST000102,Tamanna,Mann,Kakinada,Tamil Nadu,1223658
CUST000103,Bhavna,Ganesan,Bhilai,Maharashtra,597766
CUST000104,George,Sinha,Mira-Bhayandar,Maharashtra,1260251
CUST000105,Oliver,Kaul,Haldia,Maharashtra,431755
CUST000106,Jack,Gera,Narasaraopet,Gujarat,597197
CUST000107,Jairaj,Aurora,Bellary,Tamil Nadu,1298263
CUST000108,Veer,Banik,Nangloi Jat,Gujarat,2335975
CUST000109,Michael,Badami,Bally,Karnataka,2561711
CUST000110,Devansh,Purohit,Katihar,Karnataka,2695128
CUST000111,Harsh,Iyer,Ahmednagar,Tamil Nadu,2282525
CUST000112,Tanish,Kala,Ghaziabad,Karnataka,2283792
CUST000113,Aachal,Bawa,Bhagalpur,Delhi,1098637
CUST000114,Bhavna,Rastogi,Davanagere,Maharashtra,706557
CUST000115,Saumya,Vala,Begusarai,Delhi,1786031
CUST000116,Ishani,Kar,Thane,Delhi,2024287
CUST000117,Janaki,Ganesan,Pondicherry,Delhi,527210
CUST000118,Vrishti,Dey,Jammu,Maharashtra,554227
CUST000119,Suhani,Mukherjee,Aurangabad,Delhi,1723138
CUST000120,Harrison,Krishna,Aurangabad,Maharashtra,1342940
CUST000121,Agastya,Chacko,Nizamabad,Karnataka,1097793
CUST000122,Mohini,Sibal,Tadepalligudem,Tamil Nadu,2181621
CUST000123,Ojas,Karpe,Mehsana,Karnataka,2069499
CUST000124,Omisha,Bassi,Ballia,Karnataka,1468303
CUST000125,Timothy,Chawla,North Dumdum,Delhi,1347764
CUST000126,Chaitaly,Date,Aizawl,Maharashtra,2158625
CUST000127,Ishwar,Varughese,Panchkula,Tamil Nadu,710658
CUST000128,Fariq,Datta,Uluberia,Maharashtra,2567390
CUST000129,Naksh,Natarajan,Loni,Maharashtra,691172
CUST000130,Timothy,Baral,Madhyamgram,Karnataka,997559
CUST000131,Imaran,Sachdeva,Sambhal,Delhi,2336926
CUST000132,Chandani,Nath,Bidhannagar,Delhi,1196521
CUST000133,Ijaya,Bahl,Proddatur,Delhi,545934
CUST000134,Owen,Shankar,Ozhukarai,Karnataka,1889528
CUST000135,Shravya,Sastry,Nagpur,Maharashtra,1937547
CUST000136,Devika,Murthy,Orai,Gujarat,2208443
CUST000137,Vidhi,Sheth,Rajkot,Gujarat,2074221
CUST000138,Dakshesh,Dutt,Bhimavaram,Tamil Nadu,2341247
CUST000139,Yuvraj,Uppal,Bhiwani,Karnataka,1096489
CUST000140,Udyati,Badami,Surendranagar Dudhrej,Gujarat,1213103
CUST000141,Balhaar,Sane,New Delhi,Maharashtra,2729258
CUST000142,Neelima,Sharma,Guna,Tamil Nadu,555674
CUST000143,Umang,Minhas,Hospet,Gujarat,539768
CUST000144,Indira,Kant,Bally,Maharashtra,2750218
CUST000145,Radha,Ghosh,Madanapalle,Delhi,2409107
CUST000146,Anay,Handa,Agartala,Tamil Nadu,960320
CUST000147,Vansha,Swamy,Allahabad,Maharashtra,2429987
CUST000148,Gopal,Kumer,Etawah,Maharashtra,1079406
CUST000149,Vasudha,Hayre,Howrah,Maharashtra,2795758
CUST000150,Matthew,Boase,Warangal,Maharashtra,1286516
CUST000151,Hritik,Bhat,Parbhani,Delhi,802840
CUST000152,Ekantika,Sachdev,Dibrugarh,Tamil Nadu,1332702
CUST000153,Daniel,Arora,Kumbakonam,Tamil Nadu,2793594
CUST000154,Chaitaly,Dara,Aligarh,Maharashtra,2897874
CUST000155,Nachiket,Vasa,Tadipatri,Maharashtra,2058356
CUST000156,Yuvraj,Dhawan,Bilaspur,Tamil Nadu,2670733
CUST000157,Adweta,Keer,Imphal,Tamil Nadu,1626951
CUST000158,Neelima,Bala,Kulti,Gujarat,1156725
CUST000159,Charles,Borah,Srinagar,Gujarat,1301121
CUST000160,Yamini,Parsa,Kanpur,Gujarat,1960046
CUST000161,Henry,Ahluwalia,Bathinda,Karnataka,1558278
CUST000162,Chakradhar,Das,Bhusawal,Delhi,1626143
CUST000163,Manan,Deep,Mau,Maharashtra,339071
CUST000164,Aashi,Nagar,Kota,Delhi,2905330
CUST000165,Mitesh,Bansal,Gangtok,Tamil Nadu,719351
CUST000166,Alka,Sarma,Amroha,Maharashtra,2555002
CUST000167,Ria,Vala,Bihar Sharif,Karnataka,2421834
CUST000168,Radhika,Shetty,Gudivada,Gujarat,855563
CUST000169,Rehaan,Menon,Hospet,Gujarat,588531
CUST000170,Rajeshri,Dhar,Ongole,Karnataka,1849908
CUST000171,Bhavani,Chaudhry,North Dumdum,Gujarat,961638
CUST000172,Mahika,Mane,Gangtok,Delhi,2578421
CUST000173,Alka,Sibal,Sangli-Miraj & Kupwad,Gujarat,2865562
CUST000174,Hardik,Gole,Kota,Tamil Nadu,332812
CUST000175,Upkaar,Reddy,Motihari,Tamil Nadu,1555685
CUST000176,Wridesh,Manne,Phusro,Maharashtra,863257
CUST000177,Dakshesh,Jhaveri,Mira-Bhayandar,Gujarat,784142
CUST000178,Brijesh,Choudhary,Burhanpur,Maharashtra,2620388
CUST000179,Shravya,Vala,South Dumdum,Karnataka,1442311
CUST000180,Bahadurjit,Garg,Satara,Gujarat,2836840
CUST000181,Eshana,Gara,Guna,Karnataka,1738144
CUST000182,Dhruv,Barad,Rewa,Karnataka,2960186
CUST000183,Hritik,Natarajan,Kolkata,Gujarat,2419839
CUST000184,Bahadurjit,Divan,Tirunelveli,Delhi,1353278
CUST000185,Sneha,Balan,Surat,Maharashtra,687127
CUST000186,Teerth,Din,Proddatur,Delhi,1460480
CUST000187,Maanas,Memon,Imphal,Maharashtra,314871
CUST000188,Hredhaan,Bhattacharyya,Erode,Gujarat,848697
CUST000189,Hemal,Bansal,Pali,Gujarat,977723
CUST000190,Ishanvi,Om,Tinsukia,Delhi,2613915
CUST000191,Lohit,Seshadri,Jamnagar,Delhi,2652613
CUST000192,Hemal,Varughese,Katni,Maharashtra,769233
CUST000193,Chatresh,Nair,Anantapur,Maharashtra,925178
CUST000194,Rachita,Bhatnagar,Narasaraopet,Tamil Nadu,451112
CUST000195,Arunima,Korpal,Ramgarh,Gujarat,2743222
CUST000196,Ekaraj,Ramachandran,Tadipatri,Tamil Nadu,921150
CUST000197,Naksh,Shenoy,Naihati,Delhi,834545
CUST000198,Vedika,Memon,Nandyal,Maharashtra,1592929
CUST000199,Ishita,Sandhu,Bhimavaram,Gujarat,467331
CUST000200,Warinder,Kala,Haridwar,Gujarat,1181124
CUST000201,Adweta,Mandal,Uluberia,Karnataka,731147
CUST000202,Atharv,Sura,Khora ,Gujarat,2648321
CUST000203,Teerth,Narayanan,Delhi,Delhi,2903243
CUST000204,Mitali,Subramanian,Chittoor,Karnataka,1292948
CUST000205,Radhika,Sinha,Shimla,Karnataka,1042611
CUST000206,Upadhriti,Dash,Chandigarh,Delhi,403961
CUST000207,Ryan,Contractor,Jammu,Karnataka,1693286
CUST000208,Chatura,Pillai,Parbhani,Delhi,1340888
CUST000209,Unnati,Dar,Anantapur,Gujarat,967724
CUST000210,Bhavani,Kunda,Eluru,Maharashtra,1904496
CUST000211,Meera,Basu,Kolhapur,Maharashtra,2274217
CUST000212,Chaitaly,Pau,Aurangabad,Karnataka,1137069
CUST000213,Yatan,Bhakta,Gorakhpur,Delhi,1766573
CUST000214,Panini,Bir,Shimla,Gujarat,1254604
CUST000215,Adya,Mutti,Bijapur,Karnataka,399255
CUST000216,Damini,Patil,Danapur,Karnataka,1971287
CUST000217,Yoshita,Nath,Jehanabad,Gujarat,1468545
CUST000218,Hiral,Gill,Bhilai,Maharashtra,1470735
CUST000219,Mekhala,Sule,Vijayawada,Gujarat,2990569
CUST000220,Lakshit,Chhabra,Allahabad,Tamil Nadu,1976372
CUST000221,Dhriti,Goyal,Karimnagar,Tamil Nadu,1688943
CUST000222,Zarna,Bandi,Aizawl,Maharashtra,783778
CUST000223,Zayan,Wali,Vijayawada,Gujarat,1048967
CUST000224,Vasana,Narang,Thoothukudi,Tamil Nadu,1413446
CUST000225,Devika,Vasa,Anantapuram,Maharashtra,754673
CUST000226,Daniel,Luthra,Gurgaon,Tamil Nadu,2122692
CUST000227,Wahab,Ganguly,Pondicherry,Gujarat,1615658
CUST000228,Daksh,Parekh,Raebareli,Delhi,2842624
CUST000229,Nidhi,Ramakrishnan,Ozhukarai,Tamil Nadu,785053
CUST000230,Devika,Munshi,Kollam,Delhi,2718385
CUST000231,Alka,Pandit,Ambala,Karnataka,1368383
CUST000232,Krish,Seth,Tadipatri,Maharashtra,2128957
CUST000233,Hemang,Kala,Bahraich,Maharashtra,2480703
CUST000234,Hritik,Salvi,Ghaziabad,Tamil Nadu,1126425
CUST000235,Daksha,Brahmbhatt,Parbhani,Gujarat,2108992
CUST000236,Oeshi,Gole,Unnao,Maharashtra,1684959
CUST000237,Lila,Karpe,Bahraich,Tamil Nadu,1616657
CUST000238,Gabriel,Shenoy,Aligarh,Maharashtra,1559642
CUST000239,Ayush,Kade,Mathura,Tamil Nadu,1597233
CUST000240,Henry,Lad,Pudukkottai,Delhi,1668110
CUST000241,Jacob,Raju,Jamshedpur,Delhi,1540067
CUST000242,Daniel,Majumdar,Maheshtala,Tamil Nadu,833883
CUST000243,Nachiket,Kamdar,Mumbai,Karnataka,2063479
CUST000244,Utkarsh,Chhabra,Panipat,Delhi,1029923
CUST000245,Jatin,Sood,Mirzapur,Tamil Nadu,2687000
CUST000246,Bhanumati,Bhasin,Ongole,Gujarat,2003202
CUST000247,Oscar,Bath,Motihari,Tamil Nadu,301702
CUST000248,Anthony,Mandal,Gorakhpur,Gujarat,1503403
CUST000249,David,Mangal,Karnal,Karnataka,2103081
CUST000250,Matthew,Manne,Ujjain,Tamil Nadu,2844523
CUST000251,Neel,Sathe,Phagwara,Gujarat,2250301
CUST000252,Amruta,Rai,Guntur,Delhi,2154552
CUST000253,Udarsh,Som,Fatehpur,Karnataka,2444019
CUST000254,Ranveer,Tripathi,Alappuzha,Delhi,1011737
CUST000255,Samar,Biswas,Aurangabad,Maharashtra,1490286
CUST000256,Aahana,Sidhu,Mau,Tamil Nadu,2954746
CUST000257,Janani,Nanda,Medininagar,Tamil Nadu,1705881
CUST000258,Jagrati,Nadkarni,Raurkela Industrial Township,Maharashtra,1285110
CUST000259,Robert,Muni,Bangalore,Gujarat,1242211
CUST000260,Tarak,Sha,Mira-Bhayandar,Karnataka,918047
CUST000261,Arin,Kakar,Salem,Maharashtra,493834
CUST000262,Lavanya,Kanda,South Dumdum,Karnataka,2292866
CUST000263,Patrick,Dani,Panchkula,Tamil Nadu,605463
CUST000264,Elijah,Nayar,Vasai-Virar,Delhi,2038291
CUST000265,Ojasvi,Sinha,Khora ,Tamil Nadu,1115520
CUST000266,Faqid,Misra,Sikar,Delhi,2373568
CUST000267,Libni,Sem,Durgapur,Delhi,1323344
CUST000268,Raghav,Sharaf,Sonipat,Karnataka,323256
CUST000269,Zaid,Chaudhry,Ghaziabad,Maharashtra,2083192
CUST000270,Chaaya,Bali,Ozhukarai,Karnataka,1037722
CUST000271,Janaki,Gade,Nandyal,Tamil Nadu,2248463
CUST000272,Maanav,Palla,Bhiwani,Maharashtra,2637929
CUST000273,Urvi,Handa,Thrissur,Karnataka,809014
CUST000274,Victor,Srinivas,Nagpur,Delhi,859264
CUST000275,Raghav,Kade,Berhampore,Delhi,2527728
CUST000276,William,Deshmukh,Panvel,Tamil Nadu,2797508
CUST000277,Forum,Balakrishnan,Muzaffarpur,Gujarat,2156287
CUST000278,Samesh,Mangal,Rampur,Tamil Nadu,2417193
CUST000279,Inaya,Jayaraman,Tiruchirappalli,Delhi,2597941
CUST000280,Meera,Madan,Pudukkottai,Delhi,967556
CUST000281,Charita,Sandhu,Aligarh,Delhi,2187729
CUST000282,Neha,More,Amravati,Gujarat,1336998
CUST000283,Libni,Bumb,Bongaigaon,Gujarat,2486489
CUST000284,Owen,Oommen,Jammu,Delhi,2928773
CUST000285,Brijesh,Handa,Vellore,Karnataka,1451745
CUST000286,Krish,Dasgupta,Mira-Bhayandar,Delhi,624988
CUST000287,Yatin,Pillay,Chandrapur,Gujarat,1283537
CUST000288,Aditya,Dass,Bhopal,Gujarat,1708646
CUST000289,Kiaan,Nagy,Tiruchirappalli,Gujarat,2565562
CUST000290,Yadavi,Dugal,Vadodara,Maharashtra,880382
CUST000291,Ekiya,Sibal,Shahjahanpur,Karnataka,1269980
CUST000292,Upkaar,Dutt,Aurangabad,Delhi,940911
CUST000293,Sanya,Uppal,Gopalpur,Karnataka,569395
CUST000294,Reyansh,Bhavsar,Varanasi,Delhi,2009595
CUST000295,Ishani,Malhotra,Sirsa,Gujarat,2575876
CUST000296,Yachana,Ghosh,Ulhasnagar,Delhi,2043883
CUST000297,Daksha,Munshi,Amaravati,Maharashtra,1167526
CUST000298,Thomas,Mistry,Amritsar,Delhi,1933584
CUST000299,Triya,Vasa,Kishanganj,Tamil Nadu,381922
CUST000300,Tripti,Pingle,Faridabad,Tamil Nadu,1895433
CUST000301,Manthan,Sastry,Panihati,Delhi,324729
CUST000302,Unnati,Viswanathan,Bikaner,Gujarat,1552472
CUST000303,Amol,Viswanathan,Bhiwandi,Delhi,2057502
CUST000304,Yoshita,Batta,Gaya,Tamil Nadu,2590644
CUST000305,Dev,Varkey,Loni,Tamil Nadu,1225006
CUST000306,Udyati,Sani,Bhopal,Delhi,1220321
CUST000307,Bahadurjit,Iyer,Imphal,Gujarat,2128028
CUST000308,Avni,Ramakrishnan,Kulti,Delhi,421738
CUST000309,Brijesh,Bava,Thoothukudi,Delhi,1709829
CUST000310,Chandani,Oommen,Thoothukudi,Delhi,992247
CUST000311,Harinakshi,Bora,Narasaraopet,Delhi,835309
CUST000312,Ekaja,Char,Dehradun,Tamil Nadu,2540276
CUST000313,Vedhika,Wable,Jalandhar,Maharashtra,1952640
CUST000314,Bimala,Gera,Katihar,Tamil Nadu,2667231
CUST000315,Vansha,Bhakta,Etawah,Maharashtra,652101
CUST000316,Zehaan,Padmanabhan,Purnia,Delhi,869164
CUST000317,Harita,Gokhale,Bidhannagar,Delhi,1062226
CUST000318,Hitesh,Bal,Nagaon,Maharashtra,1391174
CUST000319,Yoshita,Chakraborty,Bhusawal,Delhi,1673016
CUST000320,Darpan,Murty,Deoghar,Karnataka,2207147
CUST000321,Raagini,Sankaran,Rajkot,Gujarat,1715579
CUST000322,Ojasvi,Upadhyay,Bhind,Delhi,1467092
CUST000323,Kavya,Sabharwal,Uluberia,Delhi,1358103
CUST000324,Brinda,Srinivasan,Delhi,Maharashtra,2272609
CUST000325,Pallavi,Chad,Madurai,Maharashtra,2562487
CUST000326,Alka,Panchal,Ramgarh,Maharashtra,1767840
CUST000327,Hemangini,Chahal,Mumbai,Karnataka,587806
CUST000328,Jalsa,Sibal,Machilipatnam,Maharashtra,430149
CUST000329,Luke,Raghavan,Thane,Karnataka,1136179
CUST000330,Pahal,Dey,Alappuzha,Maharashtra,2906070
CUST000331,Upkaar,Nath,Patna,Karnataka,1300530
CUST000332,Forum,Jani,Hapur,Karnataka,2286259
CUST000333,Isaac,Rau,Guwahati,Maharashtra,2665459
CUST000334,Yash,Seth,Rajahmundry,Karnataka,2250493
CUST000335,Krishna,Mangal,Tirupati,Gujarat,1847258
CUST000336,Yug,Minhas,Chinsurah,Karnataka,2841298
CUST000337,Darsh,Sawhney,Aurangabad,Tamil Nadu,780385
CUST000338,Meera,Sheth,Raipur,Karnataka,1604591
CUST000339,Ansh,Koshy,Kavali,Maharashtra,2727179
CUST000340,Upasna,Bains,Noida,Maharashtra,1608443
CUST000341,Chanakya,Mutti,Warangal,Tamil Nadu,1874151
CUST000342,Naveen,Hegde,Jalna,Delhi,1131855
CUST000343,Bhanumati,Soni,Dindigul,Maharashtra,2783438
CUST000344,Ekanta,Sandhu,Karaikudi,Karnataka,727405
CUST000345,Chatresh,Mander,Dibrugarh,Gujarat,2818308
CUST000346,Yatin,Natarajan,Warangal,Maharashtra,2673693
CUST000347,Maya,Sama,Rampur,Maharashtra,1756278
CUST000348,Michael,Palla,Khandwa,Tamil Nadu,2096747
CUST000349,Henry,Sood,Bellary,Gujarat,589225
CUST000350,Balvan,Rajan,Nizamabad,Tamil Nadu,1731227
CUST000351,Oviya,Baral,Solapur,Maharashtra,2061854
CUST000352,Dayamai,Acharya,Bellary,Delhi,742662
CUST000353,Harish,Raghavan,Guntur,Delhi,1819126
CUST000354,Kalpit,Issac,Jamnagar,Delhi,941691
CUST000355,Neel,Datta,Kishanganj,Delhi,1038771
CUST000356,Fiyaz,Nadkarni,Aligarh,Tamil Nadu,1432807
CUST000357,Advika,Agrawal,Loni,Tamil Nadu,2557260
CUST000358,Daksh,Kala,Shivpuri,Delhi,2249821
CUST000359,Yamini,Sha,Naihati,Delhi,2785018
CUST000360,Widisha,Sodhi,Maheshtala,Gujarat,1651843
CUST000361,Chandresh,Parsa,Imphal,Karnataka,663490
CUST000362,Amol,Bir,Bhind,Gujarat,2190800
CUST000363,Keya,Chand,Dehri,Karnataka,2249128
CUST000364,Amaira,Raman,Jaipur,Tamil Nadu,2859916
CUST000365,Mohammed,Tank,Hapur,Delhi,1710949
CUST000366,Faraj,Pathak,Aurangabad,Maharashtra,2373271
CUST000367,Frado,Narain,Etawah,Gujarat,1062691
CUST000368,Noah,Khanna,Panvel,Delhi,1189695
CUST000369,Waida,Vala,Bokaro,Gujarat,1383608
CUST000370,Nikita,Vala,Hospet,Gujarat,1472972
CUST000371,Aadhya,Pant,Ranchi,Tamil Nadu,1458754
CUST000372,Anusha,Gour,Mysore,Tamil Nadu,342576
CUST000373,Fariq,Parikh,Jalna,Tamil Nadu,1101348
CUST000374,Vasana,Muni,Noida,Maharashtra,1312320
CUST000375,Gauri,Dugar,Vijayanagaram,Delhi,2349244
CUST000376,Ridhi,Chacko,Rajkot,Tamil Nadu,1307991
CUST000377,Zashil,Dani,Phagwara,Delhi,2358653
CUST000378,Robert,Agate,Jehanabad,Delhi,372323
CUST000379,Eta,Dyal,Ujjain,Maharashtra,1534113
CUST000380,Pooja,Manda,Bangalore,Karnataka,1996181
CUST000381,Wakeeta,Gokhale,Kottayam,Karnataka,1584321
CUST000382,Luke,Mall,Sambalpur,Tamil Nadu,1847783
CUST000383,Sanya,Shenoy,Bihar Sharif,Delhi,2621433
CUST000384,Isaac,Minhas,Bangalore,Tamil Nadu,1741823
CUST000385,Janani,Cherian,Sasaram,Delhi,2608496
CUST000386,Vanya,Kulkarni,Mira-Bhayandar,Gujarat,1775600
CUST000387,Balendra,Chander,Chandrapur,Delhi,1436305
CUST000388,Maanav,Nanda,Kurnool,Gujarat,1354463
CUST000389,Zarna,Dasgupta,Saharsa,Karnataka,806067
CUST000390,Sachi,Bajwa,Begusarai,Karnataka,1623504
CUST000391,Abha,Magar,New Delhi,Maharashtra,2547576
CUST000392,Abhimanyu,Varma,Nagpur,Karnataka,1103381
CUST000393,Lopa,Karnik,Raurkela Industrial Township,Karnataka,2330876
CUST000394,Ekani,Taneja,Bhubaneswar,Gujarat,2772906
CUST000395,Warda,Kaur,Chittoor,Tamil Nadu,2803121
CUST000396,Geetika,Varty,Latur,Gujarat,721637
CUST000397,Upasna,Vasa,Hapur,Karnataka,1542547
CUST000398,Netra,Dugar,Munger,Karnataka,1813644
CUST000399,Bhavani,Chanda,Loni,Karnataka,1567802
CUST000400,Ekalinga,Sastry,Mathura,Maharashtra,2540324
CUST000401,Matthew,Nagarajan,Tinsukia,Karnataka,1450545
CUST000402,Lucky,Chand,Fatehpur,Maharashtra,528698
CUST000403,Zehaan,Peri,Alwar,Tamil Nadu,1525309
CUST000404,Warda,Deo,Kharagpur,Karnataka,2975419
CUST000405,Mugdha,Patla,Pondicherry,Delhi,730283
CUST000406,Chakrika,Hegde,Silchar,Maharashtra,2707799
CUST000407,Qabil,Nayar,Nagpur,Gujarat,2268793
CUST000408,Anthony,Prabhakar,Deoghar,Delhi,2147460
CUST000409,Naveen,Chacko,Kavali,Gujarat,1073277
CUST000410,Jeremiah,Ram,Hospet,Maharashtra,1358971
CUST000411,Vedhika,Shroff,Kolkata,Delhi,778516
CUST000412,Varenya,Barman,Gopalpur,Maharashtra,1980688
CUST000413,Reyansh,Bakshi,Bahraich,Delhi,610723
CUST000414,Manan,Devi,Thane,Tamil Nadu,2940086
CUST000415,Nicholas,Vasa,Nandyal,Maharashtra,936389
CUST000416,Akshay,Chandran,Bihar Sharif,Karnataka,2660720
CUST000417,Jack,Chad,Rajpur Sonarpur,Gujarat,657274
CUST000418,Vinaya,Sabharwal,Kurnool,Karnataka,796821
CUST000419,Daksh,Bakshi,Hubli–Dharwad,Tamil Nadu,2045560
CUST000420,Darsh,Kota,Etawah,Tamil Nadu,2800337
CUST000421,Yashasvi,Kaur,Panipat,Tamil Nadu,1246600
CUST000422,William,Kapoor,Tirupati,Tamil Nadu,1895421
CUST000423,Aashi,Kota,Hosur,Delhi,2156906
CUST000424,Mitali,Vig,Mira-Bhayandar,Gujarat,2768453
CUST000425,Ishita,Shan,Ahmedabad,Delhi,1580857
CUST000426,Zayyan,Rai,Kottayam,Tamil Nadu,2904777
